review_id,text,star_rating,date,app_version,is_defect,category
R00132,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Considering switching apps.",1,2026-04-25,3.3.2,1,connectivity
R00133,Had to factory reset the smart plug three times this month because the app loses it.,1,2026-01-31,3.2.1,1,connectivity
R00134,Toggle switches on the bedroom speaker page don't reflect the real state. Confusing. Anyone else seeing this?,1,2026-08-19,3.3.2,1,ui_bug
R00135,Every time I adjust the smart plug settings the app force quits. So frustrating. Reinstalling didn't help.,1,2026-06-11,3.2.0,1,crash
R00136,Opening the smart lock tab makes the app freeze then crash. Please fix this. Hope this gets fixed soon.,1,2026-06-02,3.3.0,1,crash
R00137,Connection keeps dropping -- the smart lock goes 'unreachable' every few hours. Reinstalling didn't help.,1,2026-07-05,3.2.0,1,connectivity
R00138,App disconnects from the kitchen plug whenever my phone switches between Wi-Fi and data. Support was no help.,4,2026-07-31,3.4.1,1,connectivity
R00139,Best smart home app I've tried. The smart plug automations are rock solid. Considering switching apps.,5,2026-07-09,3.2.0,0,praise
R00140,The app is great when it works -- sadly the smoke detector screen crashes on launch. Support was no help.,2,2026-06-12,3.4.1,1,crash
R00141,The app won't stay open for more than a few seconds if the smoke detector is online. Honestly pretty annoyed.,2,2026-07-02,3.3.0,1,crash
R00142,Question: can I rename the security camera after setup? Don't see an edit option. Honestly pretty annoyed.,3,2026-04-03,3.4.0,0,question
R00143,Background crash loop drained my patience -- garage sensor alerts kill the app. Anyone else seeing this?,2,2026-08-22,3.4.1,1,crash
R00144,Would love voice control shortcuts for the kitchen plug beyond the basics. This started after the update.,3,2026-02-08,3.3.2,0,feature_request
R00145,This app eats my phone battery alive -- lost 40% overnight with the video doorbell idle. This started after the update.,1,2026-08-24,3.2.0,1,battery_drain
R00146,Rotated my phone while on the video doorbell page and the app crashed instantly. Anyone else seeing this?,5,2026-07-20,3.3.2,1,crash
R00147,The smart plug temperature shows in Fahrenheit even though I set Celsius in settings. Honestly pretty annoyed.,1,2026-06-18,3.4.0,1,ui_bug
R00148,"I love this app overall, but it crashes every time I open the kitchen plug controls.",2,2026-09-20,3.4.1,1,crash
R00149,App disconnects from the smart plug whenever my phone switches between Wi-Fi and data. Otherwise I like the app.,2,2026-07-14,3.3.0,1,connectivity
R00150,The kitchen plug temperature shows in Fahrenheit even though I set Celsius in settings. Otherwise I like the app.,3,2026-02-22,3.4.0,1,ui_bug
R00151,Everything about the kitchen plug integration feels polished. Highly recommend. Anyone else seeing this?,5,2026-03-18,3.3.0,0,praise
R00152,Buttons on the video doorbell schedule screen overlap so I can't tap save. Reinstalling didn't help.,2,2026-07-16,3.4.1,1,ui_bug
R00153,Does the bedroom speaker work without Wi-Fi? Wondering about offline mode. Otherwise I like the app.,4,2026-01-14,3.3.0,0,question
R00154,Battery saver mode does nothing -- the security camera stream keeps running in the background.,1,2026-06-05,3.2.0,1,battery_drain
R00155,Icons for the kitchen plug are missing -- just empty boxes on 3.4.0.,1,2026-07-16,3.2.1,1,ui_bug
R00156,Scrolling the thermostat event history stutters and freezes the whole app. Otherwise I like the app.,2,2026-05-06,3.3.2,1,performance
R00157,Live view from the living room bulb lags 10 seconds behind real time. Useless for a doorbell. Honestly pretty annoyed.,2,2026-07-12,3.4.1,1,performance
R00158,Can the bedroom speaker trigger routines based on sunrise/sunset times? Reinstalling didn't help.,5,2026-08-07,3.2.1,0,question
R00159,Question: can I rename the thermostat after setup? Don't see an edit option. This started after the update.,5,2026-07-14,3.4.0,0,question
R00160,Please add a vacation mode that randomizes the living room bulb schedule.,5,2026-05-24,3.3.2,0,feature_request
R00161,Setup for the kitchen plug was painless and the interface is beautiful. Support was no help.,5,2026-02-01,3.3.2,0,praise
R00162,Password reset email never comes. Can't access my kitchen plug at all now. Considering switching apps.,1,2026-06-25,3.2.1,1,login_auth
R00163,Scrolling the garage sensor event history stutters and freezes the whole app. Anyone else seeing this?,3,2026-01-07,3.2.0,1,performance
R00164,App force closes during bedroom speaker setup on the very last step. Unacceptable. Hope this gets fixed soon.,2,2026-05-06,3.3.0,1,crash
R00165,The video doorbell status card shows yesterday's data until I force-refresh the app. Anyone else seeing this?,2,2026-01-13,3.4.1,1,ui_bug
R00166,Every time I adjust the kitchen plug settings the app force quits. So frustrating. Anyone else seeing this?,1,2026-08-06,3.2.1,1,crash
R00167,Never had the app crash on me once. The smoke detector setup was smooth.,5,2026-07-23,3.3.2,0,praise
R00168,Had to factory reset the video doorbell three times this month because the app loses it. Honestly pretty annoyed.,1,2026-02-27,3.4.0,1,connectivity
R00169,"Saw a weird UI glitch on the security camera page yesterday, gone after the restart. Still five stars. This started after the update.",4,2026-09-07,3.4.1,0,praise
R00170,"Huge fan of the product, but the UI on the smart lock page is glitchy and unreadable. Honestly pretty annoyed.",1,2026-01-26,3.3.0,1,ui_bug
R00171,Five stars. The smart lock routines run perfectly every morning. Otherwise I like the app.,2,2026-01-29,3.4.1,0,praise
R00172,"Love the automations, but the bedroom speaker live view buffers constantly. This started after the update.",1,2026-07-21,3.3.0,1,performance
R00173,Switched from a competitor and the video doorbell experience here is miles ahead. Support was no help.,4,2026-02-14,3.3.2,0,praise
R00174,'Device offline' error all day for my kitchen plug even though it's two feet from the router. Hope this gets fixed soon.,1,2026-06-10,3.3.2,1,connectivity
R00175,Text is cut off on the kitchen plug details screen on my small phone. Support was no help.,1,2026-05-25,3.4.1,1,ui_bug
R00176,Does the bedroom speaker work without Wi-Fi? Wondering about offline mode. Reinstalling didn't help.,4,2026-03-27,3.2.0,0,question
R00177,App takes forever to load the smart lock dashboard -- 20+ seconds of spinner. Otherwise I like the app.,1,2026-07-09,3.3.2,1,performance
R00178,Really impressed with how reliable the video doorbell connection is.,4,2026-07-11,3.3.2,0,praise
R00179,Can't log in since 3.4.0 -- 'invalid credentials' even though my password is right. Support was no help.,2,2026-03-06,3.3.0,1,login_auth
R00180,Can you add guest access for the living room bulb? I want my family to control it without my login. This started after the update.,5,2026-04-17,3.2.0,0,feature_request
R00181,"Five stars for the features, but the battery drain from the garage sensor sync is brutal. Really disappointing.",3,2026-06-17,3.4.1,1,battery_drain
R00182,"Best smart home app I've used, if only the security camera page didn't lag so badly. Considering switching apps.",3,2026-04-04,3.3.0,1,performance
R00183,"Really like the design, but logging in has been broken for me since 3.3.2.",3,2026-07-08,3.4.0,1,login_auth
R00184,"Two-factor code never arrives, so I'm locked out of controlling my video doorbell. Hope this gets fixed soon.",2,2026-07-27,3.4.1,1,login_auth
R00185,The new 3.4.1 update made the kitchen plug controls so much snappier. Great work.,3,2026-08-23,3.3.2,0,praise
R00186,The security camera schedules are flexible and the app never misses a beat. Reinstalling didn't help.,5,2026-02-02,3.2.0,0,praise
R00187,"Crash report sent three times this week, all from the kitchen plug screen. Hope this gets fixed soon.",2,2026-02-14,3.3.0,1,crash
R00188,The widget alone drains my battery keeping the smoke detector status updated. Reinstalling didn't help.,1,2026-04-01,3.4.0,1,battery_drain
R00189,Everything about the smart plug integration feels polished. Highly recommend.,4,2026-02-15,3.2.0,0,praise
R00190,Would love Apple Watch support to check the smart plug quickly. Anyone else seeing this?,4,2026-01-20,3.3.2,0,feature_request
R00191,Setup for the bedroom speaker was painless and the interface is beautiful. This started after the update.,5,2026-02-11,3.4.1,0,praise
R00192,"Since 3.3.0, the app loses connection to the security camera and never reconnects on its own. Considering switching apps.",1,2026-06-17,3.4.1,1,connectivity
R00193,Switched from a competitor and the kitchen plug experience here is miles ahead. This started after the update.,5,2026-03-08,3.3.0,0,praise
R00194,"I love this app overall, but it crashes every time I open the bedroom speaker controls. Support was no help.",1,2026-05-12,3.2.1,1,crash
R00195,Does anyone know if the app supports the older security camera model from 2021? Reinstalling didn't help.,3,2026-09-01,3.3.2,0,question
R00196,"Clean design, fast, and the smart lock widgets are super handy. Otherwise I like the app.",5,2026-01-29,3.2.0,0,praise
R00197,Switching rooms with the thermostat takes ages -- the UI just hangs. Support was no help.,1,2026-03-14,3.3.0,1,performance
R00198,Please add multi-home support -- I have a thermostat at two houses. Reinstalling didn't help.,2,2026-04-14,3.3.0,0,feature_request
R00199,"Huge fan of the product, but the UI on the living room bulb page is glitchy and unreadable. Really disappointing.",3,2026-03-06,3.2.1,1,ui_bug
R00200,Really impressed with how reliable the smart lock connection is. Reinstalling didn't help.,5,2026-07-29,3.4.0,0,praise
R00201,"Great app when you're in, but I get logged out daily and can't reach my smoke detector.",3,2026-03-17,3.3.0,1,login_auth
R00202,Five stars. The smoke detector routines run perfectly every morning. Reinstalling didn't help.,5,2026-09-12,3.4.1,0,praise
R00203,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.4.0. Hope this gets fixed soon.,2,2026-01-18,3.4.0,1,crash
R00204,Every tap has a delay on 3.4.0. The thermostat controls feel like they're on dial-up. This started after the update.,2,2026-04-02,3.4.0,1,performance
R00205,It'd be nice to get a weekly summary email of my smart lock activity. Anyone else seeing this?,3,2026-03-02,3.2.1,0,feature_request
R00206,App force closes during smoke detector setup on the very last step. Unacceptable. This started after the update.,1,2026-02-05,3.4.1,1,crash
R00207,The widget alone drains my battery keeping the bedroom speaker status updated.,2,2026-08-28,3.4.0,1,battery_drain
R00208,The app is painfully slow to arm/disarm the smart lock. Takes three tries. Hope this gets fixed soon.,2,2026-06-06,3.2.1,1,performance
R00209,How do I reset the garage sensor energy stats? They seem off this month. This started after the update.,4,2026-07-02,3.4.0,0,question
R00210,Would love Apple Watch support to check the smart plug quickly. Reinstalling didn't help.,3,2026-07-18,3.3.2,0,feature_request
R00211,Question: can I rename the living room bulb after setup? Don't see an edit option.,3,2026-07-01,3.3.2,0,question
R00212,Can you add guest access for the smoke detector? I want my family to control it without my login. Reinstalling didn't help.,3,2026-05-24,3.2.1,0,feature_request
R00213,This app eats my phone battery alive -- lost 40% overnight with the smoke detector idle. Really disappointing.,2,2026-05-04,3.2.0,1,battery_drain
R00214,Intermittent connectivity: thermostat responds maybe one time out of three.,3,2026-08-01,3.4.1,1,connectivity
R00215,Can the living room bulb trigger routines based on sunrise/sunset times? Hope this gets fixed soon.,4,2026-02-04,3.2.0,0,question
R00216,Love this app! My security camera setup took five minutes and everything just works.,5,2026-01-23,3.3.2,0,praise
R00217,Five stars. The thermostat routines run perfectly every morning. Anyone else seeing this?,5,2026-02-28,3.3.0,0,praise
R00218,App disconnects from the security camera whenever my phone switches between Wi-Fi and data. This started after the update.,3,2026-05-24,3.2.1,1,connectivity
R00219,"Simple, fast, reliable. Exactly what I want for my kitchen plug. Anyone else seeing this?",4,2026-04-13,3.2.1,0,praise
R00220,"Sync fails repeatedly with the video doorbell. Spinning loader, then 'connection timeout'. Really disappointing.",2,2026-02-22,3.2.1,1,connectivity
R00221,"No lag, no freezes, no battery drain. Really happy with the living room bulb integration. Hope this gets fixed soon.",4,2026-01-10,3.3.0,0,praise
R00222,Please add a dark mode schedule for the garage sensor page. Would love auto-switching at sunset.,4,2026-07-31,3.4.1,0,feature_request
R00223,Toggle switches on the living room bulb page don't reflect the real state. Confusing. Anyone else seeing this?,2,2026-04-28,3.2.1,1,ui_bug
R00224,Really impressed with how reliable the smoke detector connection is. Reinstalling didn't help.,4,2026-04-26,3.2.1,0,praise
R00225,It would be great if the app supported widgets for the smoke detector on the lock screen. Otherwise I like the app.,4,2026-02-13,3.4.0,0,feature_request
R00226,"Login screen loops forever: enter password, spinner, back to login. Otherwise I like the app.",2,2026-08-19,3.2.0,1,login_auth
R00227,Request: IFTTT-style custom triggers for the smoke detector. The presets are too limited.,3,2026-08-25,3.2.1,0,feature_request
R00228,Instant crash when switching between the living room bulb and the dashboard.,2,2026-07-26,3.3.0,1,crash
R00229,Would love voice control shortcuts for the bedroom speaker beyond the basics. Considering switching apps.,2,2026-02-06,3.4.0,0,feature_request
R00230,Does the garage sensor work without Wi-Fi? Wondering about offline mode. Hope this gets fixed soon.,5,2026-08-02,3.2.1,0,question
R00231,It'd be nice to get a weekly summary email of my bedroom speaker activity. Support was no help.,4,2026-07-16,3.2.0,0,feature_request
R00232,Please add a vacation mode that randomizes the kitchen plug schedule.,3,2026-07-25,3.4.0,0,feature_request
